url,product_id,title,price,scraped,rating,timestamp
https://www.amazon.in/Tangent-Lite-Magnetic-Bluetooth-Headphones/dp/B085W8CFLH/ref=zg_bs_electronics_37?_encoding=UTF8&psc=1&refRID=01BRWPEF77PW5H9TBZPV,B085W8CFLH,PTron Tangent Lite Wireless Bluetooth In-Ear Neckband Headphone With Mic (Black),,1,"53,578 ratings",2021-09-25 19:10:31.943635
https://www.amazon.in/Samsung-Galaxy-Ocean-128GB-Storage/dp/B07HG8S7KP/ref=zg_bs_electronics_20?_encoding=UTF8&psc=1&refRID=01BRWPEF77PW5H9TBZPV,B07HG8S7KP,"Samsung Galaxy M31 (Ocean Blue, 8GB RAM, 128GB Storage) 6 Months Free Screen Replacement for Prime","₹16,999.00",1,"252,658 ratings",2021-09-25 19:10:41.423398
https://www.amazon.in/Realme-Buds-Android-Smartphones-Black/dp/B07XMFDHSG/ref=zg_bs_electronics_46?_encoding=UTF8&psc=1&refRID=01BRWPEF77PW5H9TBZPV,B07XMFDHSG,realme Wired in Ear Buds 2 with Mic for Android Smartphones (Black),₹599.00,1,"90,414 ratings",2021-09-25 19:10:46.995894
https://www.amazon.in/OnePlus-Buds-Z-White/dp/B07XY541GH/ref=zg_bs_electronics_21?_encoding=UTF8&psc=1&refRID=01BRWPEF77PW5H9TBZPV,B07XY541GH,OnePlus Wireless Bluetooth In-Ear Earbuds With Mic (White),"₹2,999.00",1,"48,880 ratings",2021-09-25 19:10:52.552225
https://www.amazon.in/OnePlus-Buds-Z-Gray/dp/B08HLVKCKC/ref=zg_bs_electronics_47?_encoding=UTF8&psc=1&refRID=01BRWPEF77PW5H9TBZPV,B08HLVKCKC,OnePlus Buds Z Wireless Bluetooth In-Ear Buds With Mic (Grey),"₹2,999.00",1,"48,880 ratings",2021-09-25 19:10:58.952922
https://www.amazon.in/OnePlus-Bullets-Wireless-Bass-Black/dp/B092ZJVB6Z/ref=zg_bs_electronics_2?_encoding=UTF8&psc=1&refRID=01BRWPEF77PW5H9TBZPV,B092ZJVB6Z,OnePlus Bullets Wireless Z Bass Edition (Bold Black),"₹1,999.00",1,"109,439 ratings",2021-09-25 19:11:03.816647
https://www.amazon.in/Dell-MS116-1000DPI-Wired-Optical/dp/B01HJI0FS2/ref=zg_bs_electronics_23?_encoding=UTF8&psc=1&refRID=01BRWPEF77PW5H9TBZPV,B01HJI0FS2,Dell MS116 1000DPI USB Wired Optical Mouse,₹299.00,1,"15,193 ratings",2021-09-25 19:11:09.925999
https://www.amazon.in/Test-Exclusive_2020_1140-Multi-3GB-Storage/dp/B089MT36T8/ref=zg_bs_electronics_17?_encoding=UTF8&psc=1&refRID=01BRWPEF77PW5H9TBZPV,B089MT36T8,"Redmi Note 10 (Aqua Green, 4GB RAM, 64GB Storage) -Amoled Dot Display | 48MP Sony Sensor IMX582 | Snapdragon 678 Processor",,1,"102,608 ratings",2021-09-25 19:11:18.345873
https://www.amazon.in/255-Bluetooth-Wireless-Earphone-Immersive/dp/B07C2VJXP4/ref=zg_bs_electronics_19?_encoding=UTF8&psc=1&refRID=01BRWPEF77PW5H9TBZPV,B07C2VJXP4,"boAt Rockerz 255 in-Ear Earphones with 8 Hours Battery, IPX5, Bluetooth V5.0 and Voice Assistant(Active Black)","₹1,099.00",1,"340,759 ratings",2021-09-25 19:11:23.522296
https://www.amazon.in/Rockerz-Bluetooth-Immersive-Resistance-Assistant/dp/B07TXVLB1G/ref=zg_bs_electronics_4?_encoding=UTF8&psc=1&refRID=01BRWPEF77PW5H9TBZPV,B07TXVLB1G,"boAt Rockerz 245v2 Wireless Bluetooth V5.0, 8 Hours Playback Time, IPX5 Sweat and Water Resistance, in-Built mic and Voice Assistant(Active Black)",,1,"18,738 ratings",2021-09-25 19:11:29.485324
