Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
3736,Two Days in Paris,19776159,4433994,15342165,2007.csv,2007,0.22420905899876714,0.7757909410012328
3737,Hello Ghost,19774455,0,19774455,2010.csv,2010,0.0,1.0
3738,Summer Catch,19772447,19753553,18894,2001.csv,2001,0.9990444278343494,0.0009555721656505136
3739,The Perfect Man,19770475,16535005,3235470,2005.csv,2005,0.8363483932480125,0.1636516067519875
3740,Thomas and the Magic Railroad,19748009,15933506,3814503,2000.csv,2000,0.8068411352253283,0.1931588647746717
3741,Another Year,19722766,3205706,16517060,2010.csv,2010,0.1625383579564854,0.8374616420435146
3742,Solomon Kane,19652185,0,19652185,2009.csv,2009,0.0,1.0
3743,Youth in Revolt,19651093,15281286,4369807,2010.csv,2010,0.7776303333356572,0.2223696666643428
3744,Amelia,19643086,14246488,5396598,2009.csv,2009,0.7252673027038623,0.2747326972961377
3745,Don,19640129,2223961,17416168,2006.csv,2006,0.11323555970533594,0.8867644402946641
3746,Shackleton's Antarctic Adventure,19613216,15553324,4059892,2001.csv,2001,0.7930022287013002,0.2069977712986998
3747,Drop,19611028,0,19611028,2009.csv,2009,0.0,1.0
3748,Marrying the Mafia III,19606487,0,19606487,2006.csv,2006,0.0,1.0
3749,S1m0ne,19576023,9688676,9887347,2002.csv,2002,0.49492565471546496,0.5050743452845351
3750,Hot Summer Days,19573451,0,19573451,2010.csv,2010,0.0,1.0
3751,Soul Snatcher,19561221,0,19561221,2020.csv,2020,0.0,1.0
3752,View from the Top,19526014,15614000,3912014,2003.csv,2003,0.7996511730453537,0.20034882695464626
3753,Il cosmo sul comò,19494191,0,19494191,2008.csv,2008,0.0,1.0
3754,High Security Vacation,19487557,0,19487557,2009.csv,2009,0.0,1.0
3755,The Lion King 2002 IMAX Release,19486215,15686215,3800000,2002.csv,2002,0.8049903483051993,0.19500965169480067
3756,2046,19470239,1444588,18025651,2004.csv,2004,0.0741946721866126,0.9258053278133874
3757,Vanity Fair,19463185,16136476,3326709,2004.csv,2004,0.8290768443088836,0.17092315569111632
3758,Pokémon the Movie: Secrets of the Jungle,19452056,0,19452056,2020.csv,2020,0.0,1.0
3759,Buried,19439764,1044143,18395621,2010.csv,2010,0.05371171172654154,0.9462882882734585
3760,The Turning,19428853,15472775,3956078,2020.csv,2020,0.7963812892094042,0.20361871079059582
3761,Kamen Rider Decade: All Riders vs. Dai-Shocker,19418091,0,19418091,2009.csv,2009,0.0,1.0
3762,Get Carter,19412993,14967182,4445811,2000.csv,2000,0.7709878636436948,0.2290121363563053
3763,The Specials,19363826,0,19363826,2019.csv,2019,0.0,1.0
3764,Tuck Everlasting,19344615,19161999,182616,2002.csv,2002,0.9905598534786038,0.009440146521396265
3765,Rock Star,19334145,17008282,2325863,2001.csv,2001,0.8797017918299465,0.12029820817005354
3766,Ballad,19328678,0,19328678,2009.csv,2009,0.0,1.0
3767,Duplex,19322135,9692135,9630000,2003.csv,2003,0.5016078709728505,0.4983921290271494
3768,The White Ribbon,19319671,2222862,17096809,2009.csv,2009,0.115056928246863,0.884943071753137
3769,Celda 211,19300483,0,19300483,2009.csv,2009,0.0,1.0
3770,Deep Blue,19288261,132261,19156000,2003.csv,2003,0.006857072288683775,0.9931429277113162
3771,Mapado,19286223,0,19286223,2005.csv,2005,0.0,1.0
3772,O,19260537,16025437,3235100,2001.csv,2001,0.8320347973683184,0.16796520263168155
3773,The Servant,19259164,0,19259164,2010.csv,2010,0.0,1.0
3774,Fate/Stay Night: Heaven's Feel - III. Spring Song,19252497,200000,19052497,2020.csv,2020,0.010388262883510644,0.9896117371164893
3775,Half Past Dead,19233280,15567860,3665420,2002.csv,2002,0.809423041727672,0.19057695827232796
3776,Windstruck,19225992,0,19225992,2004.csv,2004,0.0,1.0
3777,Martin Lawrence Live: Runteldat,19184820,19184820,0,2002.csv,2002,1.0,0.0
3778,Lyubov 2 Morkov,19171562,0,19171562,2008.csv,2008,0.0,1.0
3779,How to Lose Friends & Alienate People,19152009,2778752,16373257,2008.csv,2008,0.14508932196094937,0.8549106780390506
3780,The Weather Man,19126398,12482775,6643623,2005.csv,2005,0.6526464104741521,0.347353589525848
3781,Norwegian Wood,19115721,13000,19102721,2010.csv,2010,0.000680068515333531,0.9993199314846665
3782,Bhool Bhulaiyaa,19073095,1097797,17975298,2007.csv,2007,0.05755736025013245,0.9424426397498675
3783,Always Miss You,19015465,91884,18923581,2019.csv,2019,0.0048320669518205316,0.9951679330481795
3784,A Mighty Heart,19008745,9176787,9831958,2007.csv,2007,0.4827665897985375,0.5172334102014625
3785,Akeelah and the Bee,18948425,18848430,99995,2006.csv,2006,0.9947227803893991,0.005277219610600881
3786,The Corsican File,18922216,0,18922216,2004.csv,2004,0.0,1.0
3787,The Man Who Wasn't There,18916623,7504257,11412366,2001.csv,2001,0.3967017263070687,0.6032982736929313
3788,The Curse of the Jade Scorpion,18914307,7517191,11397116,2001.csv,2001,0.3974341222229289,0.602565877777071
3789,Feardotcom,18902015,13258249,5643766,2002.csv,2002,0.7014198750768106,0.2985801249231894
3790,The Pioneer,18900000,0,18900000,2021.csv,2021,0.0,1.0
3791,An Officer and a Spy,18878658,0,18878658,2019.csv,2019,0.0,1.0
3792,Head Over Heels,18876082,0,18876082,2010.csv,2010,0.0,1.0
3793,The Wild Guys 4,18873863,0,18873863,2007.csv,2007,0.0,1.0
3794,Kitaro,18856642,0,18856642,2007.csv,2007,0.0,1.0
3795,The Counterfeiters,18814713,5488570,13326143,2007.csv,2007,0.291716913247627,0.708283086752373
3796,Swing Girls,18758613,0,18758613,2004.csv,2004,0.0,1.0
3797,A Mighty Wind,18750246,17781006,969240,2003.csv,2003,0.948307878200638,0.051692121799361994
3798,Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi,18738951,0,18738951,2019.csv,2019,0.0,1.0
3799,Mobile Suit Gundam: Hathaway,18731309,0,18731309,2021.csv,2021,0.0,1.0
3800,Look at Me,18729751,1737308,16992443,2004.csv,2004,0.09275659884640218,0.9072434011535978
3801,Iznogoud- Caliph Instead of the Caliph,18725588,0,18725588,2005.csv,2005,0.0,1.0
3802,Detective Conan: Strategy Above the Depths,18723952,0,18723952,2005.csv,2005,0.0,1.0
3803,3000 Miles to Graceland,18720175,15749959,2970216,2001.csv,2001,0.8413360986208729,0.15866390137912706
3804,Reminiscence,18698345,3881334,14817011,2021.csv,2021,0.20757633897545477,0.7924236610245452
3805,The Ninth Gate,18661336,18661336,0,2000.csv,2000,1.0,0.0
3806,Greta,18653107,10532219,8120888,2019.csv,2019,0.56463617562479,0.43536382437521
3807,Peppa Celebrates Chinese New Year,18653040,131225,18521815,2019.csv,2019,0.0070350462980833155,0.9929649537019167
3808,Waiting...,18637690,16124543,2513147,2005.csv,2005,0.8651578065736687,0.13484219342633127
3809,Max Keeble's Big Move,18634654,17294293,1340361,2001.csv,2001,0.9280715917773413,0.07192840822265871
3810,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",18623382,0,18623382,2001.csv,2001,0.0,1.0
3811,An Unfinished Life,18618284,8586392,10031892,2005.csv,2005,0.46118063297347917,0.5388193670265208
3812,My Father and My Son,18612999,0,18612999,2005.csv,2005,0.0,1.0
3813,De-Lovely,18611951,13456633,5155318,2004.csv,2004,0.7230103388946167,0.2769896611053833
3814,Ho voglia di te,18594142,0,18594142,2007.csv,2007,0.0,1.0
3815,Empire,18591272,17600423,990849,2002.csv,2002,0.9467035391661205,0.05329646083387947
3816,Keeping Mum,18575768,1619466,16956302,2005.csv,2005,0.0871816443874622,0.9128183556125378
3817,See No Evil,18564467,15032800,3531667,2006.csv,2006,0.8097620039401078,0.19023799605989228
3818,Black Christmas,18529730,10429730,8100000,2019.csv,2019,0.5628646504833044,0.4371353495166956
3819,Sinkhole,18526381,0,18526381,2021.csv,2021,0.0,1.0
3820,Turetskiy gambit,18520000,0,18520000,2005.csv,2005,0.0,1.0
3821,Saawariya,18513120,885574,17627546,2007.csv,2007,0.04783494084195425,0.9521650591580457
3822,My Baby's Daddy,18490423,17669317,821106,2004.csv,2004,0.955592903418164,0.044407096581835906
3823,Hanbando,18483140,0,18483140,2006.csv,2006,0.0,1.0
3824,Loser,18404706,15618626,2786080,2000.csv,2000,0.848621325437092,0.151378674562908
3825,Bandidas,18381890,0,18381890,2006.csv,2006,0.0,1.0
3826,As It Is in Heaven,18318233,0,18318233,2005.csv,2005,0.0,1.0
3827,The World's Fastest Indian,18297690,5128124,13169566,2005.csv,2005,0.28026073236567023,0.7197392676343298
3828,Quai des illusions,18291248,0,18291248,2004.csv,2004,0.0,1.0
3829,The Green Knight,18274261,17173321,1100940,2021.csv,2021,0.9397546089551857,0.06024539104481434
3830,Friends with Money,18245244,13368437,4876807,2006.csv,2006,0.7327080416134747,0.26729195838652525
3831,Daddy Day Camp,18197398,13235267,4962131,2007.csv,2007,0.7273164548030439,0.2726835451969562
3832,Antitrust,18195610,11328094,6867516,2001.csv,2001,0.6225729173135718,0.3774270826864282
3833,My Boss's Daughter,18191005,15550605,2640400,2003.csv,2003,0.8548513399891869,0.14514866001081303
3834,Voice of a Murderer,18160598,0,18160598,2007.csv,2007,0.0,1.0
3835,All the Pretty Horses,18133495,15540353,2593142,2000.csv,2000,0.8569971205219954,0.14300287947800466
3836,Takizawa Enbujo Zero,18091395,0,18091395,2020.csv,2020,0.0,1.0
3837,Krrish,18041250,1430721,16610529,2006.csv,2006,0.07930276449802535,0.9206972355019747
3838,The Country Bears,18012097,16990825,1021272,2002.csv,2002,0.9433007716980427,0.05669922830195729
3839,Quills,17989227,7065332,10923895,2000.csv,2000,0.3927535074186345,0.6072464925813655
3840,Night Watch 2005 Re-release,17939389,1502188,16437201,2005.csv,2005,0.08373685413700545,0.9162631458629945
3841,"Carry On, Munna Bhai",17897527,2217562,15679965,2006.csv,2006,0.12390326328324577,0.8760967367167543
3842,My Tutor Friend,17896209,0,17896209,2003.csv,2003,0.0,1.0
3843,Flyboys,17834865,13090630,4744235,2006.csv,2006,0.7339909777842445,0.2660090222157555
3844,The New World,17823920,0,17823920,2003.csv,2003,0.0,1.0
3845,Battle of the Warriors,17812601,0,17812601,2006.csv,2006,0.0,1.0
3846,Jail Breakers,17797711,0,17797711,2002.csv,2002,0.0,1.0
3847,The Last Kiss,17720347,1048950,16671397,2002.csv,2002,0.05919466475458974,0.9408053352454102
3848,Joyeux Noel,17709155,1054361,16654794,2005.csv,2005,0.059537623336630124,0.9404623766633698
3849,The Promised Neverland,17698106,0,17698106,2020.csv,2020,0.0,1.0
3850,Memories of Tomorrow,17696020,140200,17555820,2006.csv,2006,0.007922685440002894,0.9920773145599971
3851,Grave Decisions,17685834,0,17685834,2006.csv,2006,0.0,1.0
3852,You Are My Sunshine,17650142,0,17650142,2005.csv,2005,0.0,1.0
3853,Kaiji: Final Game,17645779,0,17645779,2020.csv,2020,0.0,1.0
3854,Palais royal!,17612135,0,17612135,2005.csv,2005,0.0,1.0
3855,Hitman: Agent Jun,17601351,0,17601351,2020.csv,2020,0.0,1.0
3856,Orchestra Seats,17574836,2044858,15529978,2006.csv,2006,0.11635146979465413,0.8836485302053458
3857,Deliver Us from Eva,17573594,17573594,0,2003.csv,2003,1.0,0.0
3858,Roll Bounce,17500866,17380866,120000,2005.csv,2005,0.9931431964566781,0.006856803543321799
3859,Annapolis,17496992,17127992,369000,2006.csv,2006,0.9789106607581464,0.021089339241853685
3860,Rebound,17492014,16809014,683000,2005.csv,2005,0.9609536100302687,0.03904638996973133
3861,Bo Gia,17480489,350000,17130489,2021.csv,2021,0.020022323174140037,0.97997767682586
3862,"Paris, je t'aime",17471727,4899278,12572449,2006.csv,2006,0.2804117761226466,0.7195882238773534
3863,A Guy Thing,17432163,15545431,1886732,2003.csv,2003,0.8917671891893163,0.10823281081068367
3864,Frailty,17423030,13110448,4312582,2002.csv,2002,0.7524780706914929,0.2475219293085072
3865,Stormy Night,17379776,0,17379776,2005.csv,2005,0.0,1.0
3866,The Matador,17347231,12594698,4752533,2005.csv,2005,0.7260350657692862,0.27396493423071383
3867,Would I Lie to You? 2,17317084,0,17317084,2003.csv,2003,0.0,1.0
3868,The Importance of Being Earnest,17290970,8384929,8906041,2002.csv,2002,0.4849310940913089,0.515068905908691
3869,Gintama: The Final,17244651,0,17244651,2021.csv,2021,0.0,1.0
3870,Promising Young Woman,17121281,6460965,10660316,2020.csv,2020,0.3773645792040911,0.622635420795909
3871,Digimon Adventure: Last Evolution Kizuna,17068434,0,17068434,2020.csv,2020,0.0,1.0
3872,Kinsey,17050017,10254979,6795038,2004.csv,2004,0.6014644442876509,0.39853555571234917
3873,Kung Pow: Enter the Fist,16994625,16037962,956663,2002.csv,2002,0.9437079076472709,0.056292092352729174
3874,Dead Weight,16987957,0,16987957,2002.csv,2002,0.0,1.0
3875,The Dry,16984586,364237,16620349,2021.csv,2021,0.021445150326301742,0.9785548496736982
3876,Jason X,16951798,13121555,3830243,2001.csv,2001,0.7740509295828089,0.22594907041719114
3877,Catch That Kid,16951702,16703799,247903,2004.csv,2004,0.9853759227244556,0.014624077275544368
3878,Sugar & Spice,16908947,13305101,3603846,2001.csv,2001,0.7868675086627216,0.21313249133727843
3879,Material Girls,16907725,11449638,5458087,2006.csv,2006,0.677183831650917,0.32281616834908305
3880,Zhara,16877870,0,16877870,2006.csv,2006,0.0,1.0
3881,Life or Something Like It,16872671,14448589,2424082,2002.csv,2002,0.8563308678276249,0.1436691321723751
3882,Aegis,16869261,0,16869261,2005.csv,2005,0.0,1.0
3883,The Good Girl,16856124,14018296,2837828,2002.csv,2002,0.8316440956414417,0.16835590435855835
3884,Femme Fatale,16838910,6630252,10208658,2002.csv,2002,0.3937459134825235,0.6062540865174765
3885,Bye Bye Morons,16833025,0,16833025,2020.csv,2020,0.0,1.0
3886,House of 1000 Corpses,16829545,12634962,4194583,2003.csv,2003,0.7507607603176437,0.24923923968235623
3887,Paparazzi,16796512,15714234,1082278,2004.csv,2004,0.9355653126077604,0.06443468739223954
3888,House of Sand and Fog,16763804,13040288,3723516,2003.csv,2003,0.7778835877584825,0.22211641224151749
3889,Baaghi 3,16726510,721439,16005071,2020.csv,2020,0.043131472136147944,0.956868527863852
3890,Dogville,16680836,1535286,15145550,2003.csv,2003,0.0920389121984054,0.9079610878015946
3891,CyberWorld,16653900,11253900,5400000,2000.csv,2000,0.6757516257453209,0.32424837425467906
3892,Digimon: The Movie,16643191,9631153,7012038,2000.csv,2000,0.5786842799556888,0.4213157200443112
3893,The Dish,16575074,2552992,14022082,2000.csv,2000,0.1540259790092038,0.8459740209907962
3894,Stillwater,16545675,14465535,2080140,2021.csv,2021,0.8742789278769225,0.12572107212307748
3895,They,16446271,12840842,3605429,2002.csv,2002,0.7807752894257914,0.2192247105742086
3896,The Powerpuff Girls Movie,16426471,11412414,5014057,2002.csv,2002,0.6947575045181646,0.3052424954818354
3897,Malignant,16423527,7123527,9300000,2021.csv,2021,0.4337391718599787,0.5662608281400213
3898,The Magdalene Sisters,16373112,306989,16066123,2002.csv,2002,0.018749581631152343,0.9812504183688476
3899,One Missed Call,16367880,0,16367880,2004.csv,2004,0.0,1.0
3900,"Nin x Nin: Ninja Hattori-kun, the Movie",16351134,0,16351134,2004.csv,2004,0.0,1.0
3901,Italian for Beginners,16349568,4544753,11804815,2000.csv,2000,0.27797388897370257,0.7220261110262974
3902,The Emperor's Club,16318449,14118751,2199698,2002.csv,2002,0.865201772545908,0.13479822745409198
3903,Rabbit-Proof Fence,16217411,6199600,10017811,2002.csv,2002,0.38228050087649623,0.6177194991235038
3904,Caché (Hidden),16197824,3647381,12550443,2005.csv,2005,0.22517722133540902,0.774822778664591
3905,Just Visiting,16176732,4781539,11395193,2001.csv,2001,0.2955812706793931,0.7044187293206069
3906,Birthday Girl,16171098,5142576,11028522,2002.csv,2002,0.31801031692467635,0.6819896830753236
3907,Iris,16153953,5594617,10559336,2001.csv,2001,0.3463311426002044,0.6536688573997956
3908,To Be and to Have,16063920,777129,15286791,2002.csv,2002,0.04837729520565341,0.9516227047943466
3909,I Still Believe,16060123,9868521,6191602,2020.csv,2020,0.614473562873709,0.385526437126291
3910,Doraemon: Nobita and the Robot Kingdom,16053687,0,16053687,2002.csv,2002,0.0,1.0
3911,What the #$*! Do We (K)now!?,15998178,10942306,5055872,2004.csv,2004,0.6839720123129022,0.3160279876870979
3912,Upon the Magic Roads,15990882,0,15990882,2021.csv,2021,0.0,1.0
3913,Before Sunset,15936507,5820649,10115858,2004.csv,2004,0.3652399487541404,0.6347600512458595
3914,Freaky,15920855,9030855,6890000,2020.csv,2020,0.5672342974042537,0.43276570259574626
3915,Drowning Mona,15906764,15506764,400000,2000.csv,2000,0.974853464853065,0.025146535146934976
3916,Public Enemy,15897574,0,15897574,2002.csv,2002,0.0,1.0
3917,Highlander: Endgame,15843608,12811858,3031750,2000.csv,2000,0.8086452277789251,0.1913547722210749
3918,Lucky Luke and the Daltons,15823762,0,15823762,2004.csv,2004,0.0,1.0
3919,The Great Yokai War,15787492,0,15787492,2005.csv,2005,0.0,1.0
3920,Kiss Kiss Bang Bang,15785148,4243756,11541392,2005.csv,2005,0.26884486607284264,0.7311551339271574
3921,The Gospel,15778152,15778152,0,2005.csv,2005,1.0,0.0
3922,Lantana,15747450,4623189,11124261,2001.csv,2001,0.2935833420649058,0.7064166579350942
3923,Enigma 2001 Re-release,15705007,4301582,11403425,2001.csv,2001,0.27389876362360105,0.7261012363763989
3924,Facing Windows,15530077,543354,14986723,2003.csv,2003,0.03498720579427906,0.965012794205721
3925,Two Sons of Francisco,15508288,0,15508288,2005.csv,2005,0.0,1.0
3926,With a Friend Like Harry...,15472186,3830441,11641745,2001.csv,2001,0.24756947725421605,0.7524305227457839
3927,Bait,15471969,15325127,146842,2000.csv,2000,0.9905091588536663,0.009490841146333735
3928,Zelary,15461305,330033,15131272,2003.csv,2003,0.02134574022050532,0.9786542597794947
3929,The Greatest Game Ever Played,15431177,15337393,93784,2005.csv,2005,0.9939224337845389,0.006077566215461076
3930,Minari,15383002,3110580,12272422,2021.csv,2021,0.2022089056479353,0.7977910943520647
3931,Padre no hay más que uno 2: La llegada de la suegra,15373181,0,15373181,2020.csv,2020,0.0,1.0
3932,Alex & Emma,15368897,14218698,1150199,2003.csv,2003,0.9251606019612207,0.07483939803877923
3933,Brother,15250594,450594,14800000,2001.csv,2001,0.029545996700194106,0.9704540032998059
3934,Hey Arnold! the Movie,15249308,13728902,1520406,2002.csv,2002,0.9002967216610748,0.09970327833892528
3935,Something About Love,15204017,0,15204017,2021.csv,2021,0.0,1.0
3936,Transamerica,15151744,9015303,6136441,2005.csv,2005,0.5950010111047283,0.40499898889527175
3937,Surviving Christmas,15125687,11663156,3462531,2004.csv,2004,0.7710827283415292,0.22891727165847078
3938,The Dreamers,15121165,2532228,12588937,2003.csv,2003,0.1674624937959476,0.8325375062040524
3939,Boat Trip,15020293,8600126,6420167,2002.csv,2002,0.5725671263536604,0.42743287364633964
3940,Oldboy,14980005,707481,14272524,2003.csv,2003,0.0472283553977452,0.9527716446022548
3941,Undisputed,14946150,12764657,2181493,2002.csv,2002,0.8540431482354988,0.14595685176450124
3942,"Murder, Take One",14915208,0,14915208,2005.csv,2005,0.0,1.0
3943,The Last Trapper,14905929,0,14905929,2004.csv,2004,0.0,1.0
3944,Battle Royale II,14899584,0,14899584,2003.csv,2003,0.0,1.0
3945,Raise Your Voice,14867514,10411980,4455534,2004.csv,2004,0.7003174841469798,0.2996825158530202
3946,Josie and the Pussycats,14866015,14271015,595000,2001.csv,2001,0.9599758240523771,0.040024175947622816
3947,Supernova,14828081,14230455,597626,2000.csv,2000,0.9596963356215817,0.040303664378418216
3948,Soul Plane,14821824,14190750,631074,2004.csv,2004,0.9574226491962123,0.04257735080378771
3949,One Piece: Dead End Adventure,14817006,0,14817006,2003.csv,2003,0.0,1.0
3950,Possession,14815898,10113733,4702165,2002.csv,2002,0.6826270672219801,0.3173729327780199
3951,Out Cold,14782676,13906394,876282,2001.csv,2001,0.940722369887563,0.059277630112437016
3952,The Triplets of Belleville,14776760,7007149,7769611,2003.csv,2003,0.47420063667542817,0.5257993633245718
3953,Most Beautiful Week in My Life,14765033,0,14765033,2005.csv,2005,0.0,1.0
3954,Iron Monkey,14694904,14694904,0,2001.csv,2001,1.0,0.0
3955,The Way Back,14690514,13590514,1100000,2020.csv,2020,0.9251217486331655,0.0748782513668344
3956,Together with You,14687167,1151941,13535226,2003.csv,2003,0.07843180376447002,0.92156819623553
3957,Samurai Commando Mission 1549,14648713,0,14648713,2005.csv,2005,0.0,1.0
3958,Half a Confession,14638660,0,14638660,2004.csv,2004,0.0,1.0
3959,Welcome to Mooseport,14615099,14470947,144152,2004.csv,2004,0.9901367756728846,0.009863224327115403
3960,Together,14572229,1034829,13537400,2001.csv,2001,0.07101377558642538,0.9289862244135746
3961,Hollywood Ending,14569744,4850753,9718991,2002.csv,2002,0.33293330342660793,0.6670666965733921
3962,Envy,14494036,13562325,931711,2004.csv,2004,0.9357176289613189,0.06428237103868101
3963,Malena,14493284,3448233,11045051,2000.csv,2000,0.23791937010273173,0.7620806298972683
3964,I Dreamed of Africa,14400327,6651522,7748805,2000.csv,2000,0.4619007610035522,0.5380992389964477
3965,The Tomorrow War,14400000,0,14400000,2021.csv,2021,0.0,1.0
3966,The Personal History of David Copperfield,14399270,1876298,12522972,2020.csv,2020,0.130305077965758,0.869694922034242
3967,How to Deal,14390329,14195227,195102,2003.csv,2003,0.986442144581962,0.013557855418038044
3968,Being Julia,14339171,7739049,6600122,2004.csv,2004,0.5397138370133113,0.4602861629866887
3969,Freddy Got Fingered,14333252,14254993,78259,2001.csv,2001,0.9945400387853364,0.005459961214663637
3970,Nightlife,14308789,0,14308789,2020.csv,2020,0.0,1.0
3971,Stealing Harvard,14277032,14036406,240626,2002.csv,2002,0.9831459367745341,0.01685406322546591
3972,Blood Rain,14270938,0,14270938,2005.csv,2005,0.0,1.0
3973,Pawn,14193957,0,14193957,2020.csv,2020,0.0,1.0
3974,Proof,14189860,7535331,6654529,2005.csv,2005,0.5310363174830478,0.46896368251695225
3975,What Planet Are You From?,14145677,6291602,7854075,2000.csv,2000,0.4447720671128006,0.5552279328871994
3976,Godzilla Against MechaGodzilla,14122958,0,14122958,2002.csv,2002,0.0,1.0
3977,Football Days,14117202,0,14117202,2003.csv,2003,0.0,1.0
3978,Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkazu Academy,14059824,0,14059824,2021.csv,2021,0.0,1.0
3979,Osmosis Jones,14026418,13596911,429507,2001.csv,2001,0.9693787109438775,0.030621289056122526
3980,Ghosts of Mars,14010832,8709640,5301192,2001.csv,2001,0.621636174068749,0.3783638259312509
3981,Vizontele Tuuba,13954476,0,13954476,2004.csv,2004,0.0,1.0
3982,Idiots,13936317,0,13936317,2002.csv,2002,0.0,1.0
3983,Dirty Pretty Things,13904766,8112414,5792352,2002.csv,2002,0.5834268624153761,0.4165731375846239
3984,After We Fell,13898525,428300,13470225,2021.csv,2021,0.030816219706767446,0.9691837802932326
3985,Touching the Void,13885802,4593598,9292204,2003.csv,2003,0.33081258108102074,0.6691874189189793
3986,French Spies,13844465,0,13844465,2004.csv,2004,0.0,1.0
3987,House of the Dead,13818181,10249719,3568462,2003.csv,2003,0.7417560241829225,0.25824397581707753
3988,Juwanna Mann,13802599,13670733,131866,2002.csv,2002,0.9904462920352899,0.009553707964710124
3989,The Ladies Man,13743212,13616610,126602,2000.csv,2000,0.9907880341218632,0.009211965878136785
3990,American Outlaws,13678913,13342790,336123,2001.csv,2001,0.9754276527674385,0.024572347232561534
3991,Der Wixxer,13607165,0,13607165,2004.csv,2004,0.0,1.0
3992,Anything Else,13585075,3212310,10372765,2003.csv,2003,0.23645876080919687,0.7635412391908032
3993,One Night at McCool's,13473370,6290673,7182697,2001.csv,2001,0.46689677489744585,0.5331032251025541
3994,#Alive,13432212,0,13432212,2020.csv,2020,0.0,1.0
3995,One Piece: The Cursed Holy Sword,13422333,0,13422333,2004.csv,2004,0.0,1.0
3996,Trapped,13414416,7073251,6341165,2002.csv,2002,0.5272872855590582,0.47271271444094176
3997,Solarmax,13400161,13400161,0,2000.csv,2000,1.0,0.0
3998,Howling Village,13394556,0,13394556,2020.csv,2020,0.0,1.0
3999,Umizaru,13361623,0,13361623,2004.csv,2004,0.0,1.0
4000,RRRrrrr!!!,13315054,54361,13260693,2004.csv,2004,0.004082672139369469,0.9959173278606306
4001,Vera Drake,13267869,3775283,9492586,2004.csv,2004,0.2845432827230959,0.7154567172769041
4002,Vidocq,13240767,0,13240767,2001.csv,2001,0.0,1.0
4003,Kal Ho Naa Ho,13200241,1991922,11208319,2003.csv,2003,0.15090042674220872,0.8490995732577913
4004,Come Play,13175457,10475990,2699467,2020.csv,2020,0.7951139759326754,0.20488602406732456
4005,Head Over Heels,13127022,10424470,2702552,2001.csv,2001,0.7941229930139524,0.20587700698604755
4006,Toei Spring Anime Fair,13107237,0,13107237,2002.csv,2002,0.0,1.0
4007,The Crew,13105853,13023075,82778,2000.csv,2000,0.9936838907013531,0.006316109298646948
4008,Long Time Dead,13102295,0,13102295,2002.csv,2002,0.0,1.0
4009,The Way of the Gun,13069740,6055661,7014079,2000.csv,2000,0.4633344657200526,0.5366655342799475
4010,The Barbarian Invasions,13065317,5109226,7956091,2003.csv,2003,0.39105258601838744,0.6089474139816126
4011,Vakeel Saab,13056490,0,13056490,2021.csv,2021,0.0,1.0
4012,Onmyoji 2,13022862,0,13022862,2003.csv,2003,0.0,1.0
4013,Monkey King Reborn,13000000,0,13000000,2021.csv,2021,0.0,1.0
4014,The Divorce,12991996,9081057,3910939,2003.csv,2003,0.6989731985754922,0.30102680142450783
4015,Mariages!,12991310,0,12991310,2004.csv,2004,0.0,1.0
4016,OSS 117: From Africa with Love,12970030,0,12970030,2021.csv,2021,0.0,1.0
4017,Gods and Generals,12923936,12882934,41002,2003.csv,2003,0.9968274370903725,0.0031725629096275316
4018,Formula 51,12881605,5204007,7677598,2001.csv,2001,0.4039874689528207,0.5960125310471793
4019,In the Mood for Love,12854953,2738980,10115973,2000.csv,2000,0.21306806800460493,0.7869319319953951
4020,The Girl from Paris,12812396,183266,12629130,2001.csv,2001,0.014303803909901006,0.985696196090099
4021,No Escapes,12810886,0,12810886,2021.csv,2021,0.0,1.0
4022,Knockaround Guys,12806614,11715637,1090977,2002.csv,2002,0.9148114404010302,0.08518855959896972
4023,Samjin Company English Class,12761386,0,12761386,2020.csv,2020,0.0,1.0
4024,"Remember Me, My Love",12671306,227986,12443320,2003.csv,2003,0.01799230481846149,0.9820076951815385
4025,News of the World,12668325,12668325,0,2020.csv,2020,1.0,0.0
4026,Chasing Papi,12661189,6130049,6531140,2003.csv,2003,0.4841606108241493,0.5158393891758507
4027,Collectors,12640113,0,12640113,2020.csv,2020,0.0,1.0
4028,Winged Migration 2003 Re-release,12634963,10764402,1870561,2003.csv,2003,0.8519535830852849,0.14804641691471515
4029,Narc,12633747,10465659,2168088,2002.csv,2002,0.8283891548564333,0.17161084514356667
4030,The Other Side of the Bed,12630208,0,12630208,2002.csv,2002,0.0,1.0
4031,Maria Full of Grace,12594630,6529624,6065006,2004.csv,2004,0.5184450833410748,0.48155491665892525
4032,Hostage: Missing Celebrity,12591782,0,12591782,2021.csv,2021,0.0,1.0
4033,Gossip,12591270,5108820,7482450,2000.csv,2000,0.4057430267161295,0.5942569732838705
4034,Character,12571501,0,12571501,2021.csv,2021,0.0,1.0
4035,Breakin' All the Rules,12544254,12264319,279935,2004.csv,2004,0.9776842050551591,0.022315794944840883
4036,Apocalypse Now Redux,12543269,4626290,7916979,2001.csv,2001,0.36882649969477654,0.6311735003052235
